,summary,config,name
195,"{'M_size': 60, '_runtime': 33067.981403139, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756898335.8152654, 'alpha': 0.49450311064720154, 'alpha_init': 0.2, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 2.1788018867264585e-37, 'backward_avg_action_prob_eval': 0.22121526621526624, 'backward_avg_action_prob_test': 0.22121526621526624, 'backward_policy_entropy_eval': 1.859951425589614, 'backward_policy_entropy_test': 1.859951425589614, 'batch_size': 16, 'clip_scale_avg_interval': 0.369105401031212, 'clip_trigger_rate_interval': 1, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 64.44431328773499, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.0013446717115584762, 'forward_avg_action_prob_test': 0.0013113960483509197, 'forward_policy_entropy_eval': 6.709543259938558, 'forward_policy_entropy_test': 7.241780402501424, 'grad_clip_norm': 2, 'k': 8, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 1.6493548154830933, 'mean_R_all_unique': 2.8341720272871876e-28, 'mean_top_1000_R': 2.2673198114245725e-25, 'mean_top_100_R': 2.2664102328618353e-24, 'mode_threshold': 30, 'model_seed': 0, 'modes': 32, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.844185753887621, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 4, 'spearman_corr_test': 0.795162267042564, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(8)_ms(0)_ss(4)_m(db)_a(0.2)
196,"{'M_size': 60, '_runtime': 39397.19053556, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756874390.0522535, 'alpha': 0.4963354170322418, 'alpha_init': 0.3, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 1.5306362612934848e-39, 'backward_avg_action_prob_eval': 0.1798869828571841, 'backward_avg_action_prob_test': 0.17988698285718407, 'backward_policy_entropy_eval': 2.1167808230378538, 'backward_policy_entropy_test': 2.116780823037854, 'batch_size': 16, 'clip_scale_avg_interval': 0.6274065901246971, 'clip_trigger_rate_interval': 0.8979591836734694, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 63.51435542106629, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.0031637636187952013, 'forward_avg_action_prob_test': 0.003338540383927466, 'forward_policy_entropy_eval': 5.890989232063293, 'forward_policy_entropy_test': 6.246952569305897, 'grad_clip_norm': 2, 'k': 6, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 1.5864886045455933, 'mean_R_all_unique': 4.5248238779600954e-30, 'mean_top_1000_R': 3.619849244468977e-27, 'mean_top_100_R': 3.619496454141739e-26, 'mode_threshold': 30, 'model_seed': 0, 'modes': 3, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.5951843595287732, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 0, 'spearman_corr_test': 0.5556034909243656, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(6)_ms(0)_ss(0)_m(db)_a(0.3)
197,"{'M_size': 60, '_runtime': 85666.139648292, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756953933.69444, 'alpha': 0.49267080426216125, 'alpha_init': 0.1, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 3.226988014402816e-39, 'backward_avg_action_prob_eval': 0.07799784021586229, 'backward_avg_action_prob_test': 0.07799784021586231, 'backward_policy_entropy_eval': 3.1438028903946043, 'backward_policy_entropy_test': 3.1438028903946047, 'batch_size': 16, 'clip_scale_avg_interval': 0.985415485195534, 'clip_trigger_rate_interval': 0.1020408163265306, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 128.8011453151703, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.020342850980038445, 'forward_avg_action_prob_test': 0.02021697369631147, 'forward_policy_entropy_eval': 4.4362655540307365, 'forward_policy_entropy_test': 4.526937798942129, 'grad_clip_norm': 2, 'k': 2, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 0.3341885209083557, 'mean_R_all_unique': 8.908292941601092e-32, 'mean_top_1000_R': 7.126477377254668e-29, 'mean_top_100_R': 7.121546381197838e-28, 'mode_threshold': 30, 'model_seed': 0, 'modes': 1, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.6005175332043854, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 2, 'spearman_corr_test': 0.5297513261093252, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(2)_ms(0)_ss(2)_m(db)_a(0.1)
198,"{'M_size': 60, '_runtime': 50705.234776789, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756879688.1959698, 'alpha': 0.4963354170322418, 'alpha_init': 0.3, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 4.550838837690272e-34, 'backward_avg_action_prob_eval': 0.13316623769734637, 'backward_avg_action_prob_test': 0.13316623769734634, 'backward_policy_entropy_eval': 2.4886078782944723, 'backward_policy_entropy_test': 2.488607878294472, 'batch_size': 16, 'clip_scale_avg_interval': 0.8843083281103538, 'clip_trigger_rate_interval': 0.3469387755102041, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 101.85487818717957, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.008884426796187957, 'forward_avg_action_prob_test': 0.00950544656867472, 'forward_policy_entropy_eval': 5.030881476402283, 'forward_policy_entropy_test': 5.236202942828338, 'grad_clip_norm': 2, 'k': 4, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 1.1280235052108765, 'mean_R_all_unique': 1.4988891845025148e-30, 'mean_top_1000_R': 1.199075937425613e-27, 'mean_top_100_R': 1.1976973126578311e-26, 'mode_threshold': 30, 'model_seed': 0, 'modes': 7, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.5918164097920318, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 1, 'spearman_corr_test': 0.5759576658928706, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(4)_ms(0)_ss(1)_m(db)_a(0.3)
199,"{'M_size': 60, '_runtime': 48546.988296299, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756877903.8456368, 'alpha': 0.5073291659355164, 'alpha_init': 0.9, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 1.1280542685553717e-36, 'backward_avg_action_prob_eval': 0.13316623769734637, 'backward_avg_action_prob_test': 0.13316623769734634, 'backward_policy_entropy_eval': 2.4886078782944723, 'backward_policy_entropy_test': 2.488607878294472, 'batch_size': 16, 'clip_scale_avg_interval': 0.8214951258618631, 'clip_trigger_rate_interval': 0.6530612244897959, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 68.40817427635193, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.00843643294647336, 'forward_avg_action_prob_test': 0.009328567518289976, 'forward_policy_entropy_eval': 5.04321042696635, 'forward_policy_entropy_test': 5.247898902714253, 'grad_clip_norm': 2, 'k': 4, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 1.168110966682434, 'mean_R_all_unique': 6.270269782946676e-32, 'mean_top_1000_R': 5.0152473661789787e-29, 'mean_top_100_R': 4.978811569610521e-28, 'mode_threshold': 30, 'model_seed': 0, 'modes': 4, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.5878126180458585, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 1, 'spearman_corr_test': 0.5689299332279605, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(4)_ms(0)_ss(1)_m(db)_a(0.9)
200,"{'M_size': 60, '_runtime': 84702.610619959, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756952970.6276348, 'alpha': 0.4963354170322418, 'alpha_init': 0.3, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 1.7618490824046332e-37, 'backward_avg_action_prob_eval': 0.07799784021586229, 'backward_avg_action_prob_test': 0.07799784021586231, 'backward_policy_entropy_eval': 3.1438028903946043, 'backward_policy_entropy_test': 3.1438028903946047, 'batch_size': 16, 'clip_scale_avg_interval': 0.9784422923327214, 'clip_trigger_rate_interval': 0.12244897959183672, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 124.86790823936462, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.01982989312770466, 'forward_avg_action_prob_test': 0.020360458196043815, 'forward_policy_entropy_eval': 4.435847409566244, 'forward_policy_entropy_test': 4.525860787456234, 'grad_clip_norm': 2, 'k': 2, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 0.5395606160163879, 'mean_R_all_unique': 8.462573850263911e-32, 'mean_top_1000_R': 6.769913579789677e-29, 'mean_top_100_R': 6.764523405333398e-28, 'mode_threshold': 30, 'model_seed': 0, 'modes': 1, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.5613836115246413, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 1, 'spearman_corr_test': 0.5034278591743437, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(2)_ms(0)_ss(1)_m(db)_a(0.3)
201,"{'M_size': 60, '_runtime': 81644.274179409, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756949912.3661551, 'alpha': 0.4963354170322418, 'alpha_init': 0.3, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 2.8649777629125166e-39, 'backward_avg_action_prob_eval': 0.07799784021586229, 'backward_avg_action_prob_test': 0.07799784021586231, 'backward_policy_entropy_eval': 3.1438028903946043, 'backward_policy_entropy_test': 3.1438028903946047, 'batch_size': 16, 'clip_scale_avg_interval': 0.9987267187050128, 'clip_trigger_rate_interval': 0.061224489795918366, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 159.1924111843109, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.019395619723945857, 'forward_avg_action_prob_test': 0.02001659288338851, 'forward_policy_entropy_eval': 4.435322695970536, 'forward_policy_entropy_test': 4.5265415408263605, 'grad_clip_norm': 2, 'k': 2, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 0.9352648854255676, 'mean_R_all_unique': 5.543695887462549e-33, 'mean_top_1000_R': 4.4334237941869355e-30, 'mean_top_100_R': 4.385300010373878e-29, 'mode_threshold': 30, 'model_seed': 0, 'modes': 0, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.5333032728330358, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 0, 'spearman_corr_test': 0.4972747967445606, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(2)_ms(0)_ss(0)_m(db)_a(0.3)
202,"{'_runtime': 5358.556836064, '_step': 7600, '_timestamp': 1756834714.6667514, 'alpha': 0.800000011920929, 'avg_current_reward_eval': 3.3626581238388545e-33, 'backward_avg_action_prob_eval': 0.13316623769734637, 'backward_avg_action_prob_test': 0.13316623769734634, 'backward_policy_entropy_eval': 2.4886078782944723, 'backward_policy_entropy_test': 2.488607878294472, 'clip_scale_avg_interval': 0.8074687157461945, 'clip_trigger_rate_interval': 0.58, 'eval_interval_sec': 34.554670095443726, 'forward_avg_action_prob_eval': 0.009254116339919467, 'forward_avg_action_prob_test': 0.008939698752345673, 'forward_policy_entropy_eval': 5.0420682271321615, 'forward_policy_entropy_test': 5.246204821228981, 'log_Z': 0, 'loss': 1.1288888454437256, 'mean_R_all_unique': 1.478356116510909e-33, 'mean_top_1000_R': 1.7977404186898791e-31, 'mean_top_100_R': 1.7884245233367945e-30, 'modes': 0, 'pearson_corr_test': 0.48358852189879553, 'rand_action_prob': 0.848152, 'spearman_corr_test': 0.48420009272959863, 'step': 7600, 'unique_samples_eval': 121616}",{},k(4)_ms(0)_ss(1)_m(db)_a(0.8)
203,"{'M_size': 60, '_runtime': 51630.437935337, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756880614.4947965, 'alpha': 0.49267080426216125, 'alpha_init': 0.1, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 4.460929084524035e-38, 'backward_avg_action_prob_eval': 0.13316623769734637, 'backward_avg_action_prob_test': 0.13316623769734634, 'backward_policy_entropy_eval': 2.4886078782944723, 'backward_policy_entropy_test': 2.488607878294472, 'batch_size': 16, 'clip_scale_avg_interval': 0.8343201693636628, 'clip_trigger_rate_interval': 0.4897959183673469, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 118.09218287467957, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.009021005981291332, 'forward_avg_action_prob_test': 0.009640312214168565, 'forward_policy_entropy_eval': 5.030022470156352, 'forward_policy_entropy_test': 5.235006476382415, 'grad_clip_norm': 2, 'k': 4, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 0.7626583576202393, 'mean_R_all_unique': 3.399199185139651e-29, 'mean_top_1000_R': 2.719355202440591e-26, 'mean_top_100_R': 2.7192203381928547e-25, 'mode_threshold': 30, 'model_seed': 0, 'modes': 9, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.5933674995999711, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 2, 'spearman_corr_test': 0.5747252142763739, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(4)_ms(0)_ss(2)_m(db)_a(0.1)
204,"{'M_size': 60, '_runtime': 79193.026465481, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756947470.0792928, 'alpha': 0.49450311064720154, 'alpha_init': 0.2, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 1.1766199160612362e-40, 'backward_avg_action_prob_eval': 0.07799784021586229, 'backward_avg_action_prob_test': 0.07799784021586231, 'backward_policy_entropy_eval': 3.1438028903946043, 'backward_policy_entropy_test': 3.1438028903946047, 'batch_size': 16, 'clip_scale_avg_interval': 0.05313646345248962, 'clip_trigger_rate_interval': 1, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 157.01318335533142, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.020134154280337196, 'forward_avg_action_prob_test': 0.02050672435940942, 'forward_policy_entropy_eval': 4.424013511339823, 'forward_policy_entropy_test': 4.515019281342625, 'grad_clip_norm': 2, 'k': 2, 'learning_rate': 0.002, 'log_Z': -0.16237065196037292, 'loss': 25.92444610595703, 'mean_R_all_unique': 3.3553606392494107e-29, 'mean_top_1000_R': 2.684283372900307e-26, 'mean_top_100_R': 2.6840839063114094e-25, 'mode_threshold': 30, 'model_seed': 0, 'modes': 9, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'tb', 'pearson_corr_test': 0.5919035084200592, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 2, 'spearman_corr_test': 0.5444342330005213, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(2)_ms(0)_ss(2)_m(tb)_a(0.2)
205,"{'M_size': 60, '_runtime': 35454.350645633, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756901103.8935285, 'alpha': 0.4963354170322418, 'alpha_init': 0.3, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 2.866473739714873e-32, 'backward_avg_action_prob_eval': 0.22121526621526624, 'backward_avg_action_prob_test': 0.22121526621526624, 'backward_policy_entropy_eval': 1.859951425589614, 'backward_policy_entropy_test': 1.859951425589614, 'batch_size': 16, 'clip_scale_avg_interval': 0.40951330201689046, 'clip_trigger_rate_interval': 1, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 58.334673166275024, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.0014700872377337267, 'forward_avg_action_prob_test': 0.001387775908675394, 'forward_policy_entropy_eval': 6.674661318461101, 'forward_policy_entropy_test': 7.200746726751327, 'grad_clip_norm': 2, 'k': 8, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 1.8450504541397097, 'mean_R_all_unique': 3.773240364607958e-30, 'mean_top_1000_R': 3.016957052414684e-27, 'mean_top_100_R': 2.9700454947903976e-26, 'mode_threshold': 30, 'model_seed': 0, 'modes': 29, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.8398370783485569, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 3, 'spearman_corr_test': 0.7914846227935751, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(8)_ms(0)_ss(3)_m(db)_a(0.3)
206,"{'M_size': 60, '_runtime': 73693.441576998, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756941966.9123814, 'alpha': 0.5036646127700806, 'alpha_init': 0.7, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 1.2468462631640227e-09, 'backward_avg_action_prob_eval': 0.07799784021586229, 'backward_avg_action_prob_test': 0.07799784021586231, 'backward_policy_entropy_eval': 3.1438028903946043, 'backward_policy_entropy_test': 3.1438028903946047, 'batch_size': 16, 'clip_scale_avg_interval': 0.44729174269173066, 'clip_trigger_rate_interval': 0.8775510204081632, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 117.67373132705688, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.04896594415574024, 'forward_avg_action_prob_test': 0.023330706752642677, 'forward_policy_entropy_eval': 3.7760094662507377, 'forward_policy_entropy_test': 3.856662392261128, 'grad_clip_norm': 2, 'k': 2, 'learning_rate': 0.002, 'log_Z': 0.2265063673257828, 'loss': 0.1886047124862671, 'mean_R_all_unique': 1.8813474558188316e-06, 'mean_top_1000_R': 0.0004980996273942588, 'mean_top_100_R': 0.003985946452434906, 'mode_threshold': 30, 'model_seed': 0, 'modes': 2, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'tb', 'pearson_corr_test': 0.1046119669054091, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 2, 'spearman_corr_test': 0.10132549886019115, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 272010, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(2)_ms(0)_ss(2)_m(tb)_a(0.7)
207,"{'M_size': 60, '_runtime': 32960.828159054, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756907377.7672024, 'alpha': 0.5054969191551208, 'alpha_init': 0.8, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 2.2347734074874812e-37, 'backward_avg_action_prob_eval': 0.22121526621526624, 'backward_avg_action_prob_test': 0.22121526621526624, 'backward_policy_entropy_eval': 1.859951425589614, 'backward_policy_entropy_test': 1.859951425589614, 'batch_size': 16, 'clip_scale_avg_interval': 0.4081520317856196, 'clip_trigger_rate_interval': 1, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 57.66766381263733, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.0013421292688387135, 'forward_avg_action_prob_test': 0.0013917948255160204, 'forward_policy_entropy_eval': 6.685386371612549, 'forward_policy_entropy_test': 7.213498138507207, 'grad_clip_norm': 2, 'k': 8, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 1.2643349170684814, 'mean_R_all_unique': 5.529985937611205e-28, 'mean_top_1000_R': 4.423962260896324e-25, 'mean_top_100_R': 4.422734284756802e-24, 'mode_threshold': 30, 'model_seed': 0, 'modes': 43, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.8472476030789837, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 4, 'spearman_corr_test': 0.7945150391445913, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(8)_ms(0)_ss(4)_m(db)_a(0.8)
208,"{'M_size': 60, '_runtime': 30144.36869348, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756865259.1950696, 'alpha': 0.5036646127700806, 'alpha_init': 0.7, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 2.1157624567904622e-38, 'backward_avg_action_prob_eval': 0.1798869828571841, 'backward_avg_action_prob_test': 0.17988698285718407, 'backward_policy_entropy_eval': 2.1167808230378538, 'backward_policy_entropy_test': 2.116780823037854, 'batch_size': 16, 'clip_scale_avg_interval': 0.6778636566852342, 'clip_trigger_rate_interval': 0.8571428571428571, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 45.67010045051575, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.002964510448509827, 'forward_avg_action_prob_test': 0.0032540646067718624, 'forward_policy_entropy_eval': 5.895806932449341, 'forward_policy_entropy_test': 6.25177247941494, 'grad_clip_norm': 2, 'k': 6, 'learning_rate': 0.002, 'log_Z': 0, 'loss': 1.334807276725769, 'mean_R_all_unique': 1.1452396101409175e-31, 'mean_top_1000_R': 9.160983238951843e-29, 'mean_top_100_R': 9.134214455503591e-28, 'mode_threshold': 30, 'model_seed': 0, 'modes': 3, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'db', 'pearson_corr_test': 0.578935340768036, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 2, 'spearman_corr_test': 0.5450338903775569, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(6)_ms(0)_ss(2)_m(db)_a(0.7)
209,"{'M_size': 60, '_runtime': 83407.222688276, '_step': 49999, '_test_tokens': {'_type': 'histogram'}, '_timestamp': 1756951680.7467952, 'alpha': 0.4981676936149597, 'alpha_init': 0.4, 'alpha_sched': 'hold_exp', 'alpha_warm_frac': 0.8, 'avg_current_reward_eval': 6.165089927418848e-35, 'backward_avg_action_prob_eval': 0.07799784021586229, 'backward_avg_action_prob_test': 0.07799784021586231, 'backward_policy_entropy_eval': 3.1438028903946043, 'backward_policy_entropy_test': 3.1438028903946047, 'batch_size': 16, 'clip_scale_avg_interval': 0.051445374122341, 'clip_trigger_rate_interval': 1, 'corr_num_rounds': 10, 'dropout': 0.1, 'entropy_coeff': 1, 'eval_every': 50, 'eval_interval_sec': 136.03700137138367, 'exp_weight_sched': 'linear', 'exp_weight_warm_frac': 0, 'forward_avg_action_prob_eval': 0.020672679909815393, 'forward_avg_action_prob_test': 0.020922315352072472, 'forward_policy_entropy_eval': 4.412418019771576, 'forward_policy_entropy_test': 4.5032544991274674, 'grad_clip_norm': 2, 'k': 2, 'learning_rate': 0.002, 'log_Z': -0.1754729300737381, 'loss': 26.110092163085938, 'mean_R_all_unique': 2.4045868979303616e-30, 'mean_top_1000_R': 1.9236125116975043e-27, 'mean_top_100_R': 1.9214990996372638e-26, 'mode_threshold': 30, 'model_seed': 0, 'modes': 15, 'n': 120, 'n_test_steps': 1000, 'num_iterations': 50000, 'objective': 'tb', 'pearson_corr_test': 0.5925041908187499, 'rand_action_prob': 0.0010199800000000314, 'rand_action_prob_final': 0.001, 'reward_exponent': 2, 'sampling_seed': 4, 'spearman_corr_test': 0.5454117991225266, 'step': 49999, 'steps_to_update_sampling_model': 1, 'subtb_lambda': 1.9, 'unique_samples_eval': 800000, 'use_alpha_scheduler': True, 'use_exp_weight_decay': True, 'z_learning_rate': 0.001}",{},k(2)_ms(0)_ss(4)_m(tb)_a(0.4)
